County,State,Estimated_Usage_2016,County_State
Colorado County,Texas,180.44,Colorado County_Texas
Comal County,Texas,1152.7,Comal County_Texas
Comanche County,Texas,116.1,Comanche County_Texas
Concho County,Texas,36.87,Concho County_Texas
Cooke County,Texas,337.67,Cooke County_Texas
Coryell County,Texas,642.47,Coryell County_Texas
Cottle County,Texas,12.03,Cottle County_Texas
Crane County,Texas,41.04,Crane County_Texas
Crockett County,Texas,31.29,Crockett County_Texas
Crosby County,Texas,50.73,Crosby County_Texas
Culberson County,Texas,19.08,Culberson County_Texas
Dallam County,Texas,62.57,Dallam County_Texas
Dallas County,Texas,22246.74,Dallas County_Texas
Dawson County,Texas,111.52,Dawson County_Texas
Deaf Smith County,Texas,162.11,Deaf Smith County_Texas
Delta County,Texas,44.14,Delta County_Texas
Denton County,Texas,6931.68,Denton County_Texas
DeWitt County,Texas,176.97,DeWitt County_Texas
Dickens County,Texas,18.88,Dickens County_Texas
Dimmit County,Texas,92,Dimmit County_Texas
Donley County,Texas,29.08,Donley County_Texas
Duval County,Texas,98.06,Duval County_Texas
Eastland County,Texas,156.68,Eastland County_Texas
Ector County,Texas,1353.98,Ector County_Texas
Edwards County,Texas,16.41,Edwards County_Texas
Ellis County,Texas,1445.46,Ellis County_Texas
El Paso County,Texas,7190.21,El Paso County_Texas
Erath County,Texas,355.01,Erath County_Texas
Falls County,Texas,148.53,Falls County_Texas
Fannin County,Texas,291.03,Fannin County_Texas
Fayette County,Texas,214.94,Fayette County_Texas
Fisher County,Texas,33.41,Fisher County_Texas
Floyd County,Texas,50.3,Floyd County_Texas
Foard County,Texas,10.3,Foard County_Texas
Fort Bend County,Texas,6377.58,Fort Bend County_Texas
Franklin County,Texas,91.57,Franklin County_Texas
Freestone County,Texas,168.71,Freestone County_Texas
Frio County,Texas,166.22,Frio County_Texas
Gaines County,Texas,175.72,Gaines County_Texas
Galveston County,Texas,2821.31,Galveston County_Texas
Garza County,Texas,55.8,Garza County_Texas
Gillespie County,Texas,225.3,Gillespie County_Texas
Glasscock County,Texas,11.69,Glasscock County_Texas
Goliad County,Texas,64.4,Goliad County_Texas
Gonzales County,Texas,178.61,Gonzales County_Texas
Gray County,Texas,194.95,Gray County_Texas
Grayson County,Texas,1101.09,Grayson County_Texas
Gregg County,Texas,1060.07,Gregg County_Texas
Grimes County,Texas,235.99,Grimes County_Texas
Guadalupe County,Texas,1326.8,Guadalupe County_Texas
Hale County,Texas,293.12,Hale County_Texas
Hall County,Texas,26.73,Hall County_Texas
Hamilton County,Texas,70.62,Hamilton County_Texas
Hansford County,Texas,47.88,Hansford County_Texas
Hardeman County,Texas,34.05,Hardeman County_Texas
Hardin County,Texas,482.71,Hardin County_Texas
Harris County,Texas,39718.7,Harris County_Texas
Harrison County,Texas,571.77,Harrison County_Texas
Hartley County,Texas,49.22,Hartley County_Texas
Haskell County,Texas,49.73,Haskell County_Texas
Hays County,Texas,1753.4,Hays County_Texas
Hemphill County,Texas,35.16,Hemphill County_Texas
Henderson County,Texas,687.51,Henderson County_Texas
Hidalgo County,Texas,7299.89,Hidalgo County_Texas
Hill County,Texas,301.79,Hill County_Texas
Hockley County,Texas,197.75,Hockley County_Texas
Hood County,Texas,486.51,Hood County_Texas
Hopkins County,Texas,310.7,Hopkins County_Texas
Houston County,Texas,196.61,Houston County_Texas
Howard County,Texas,315.68,Howard County_Texas
Hudspeth County,Texas,36.43,Hudspeth County_Texas
Hunt County,Texas,788.88,Hunt County_Texas
Hutchinson County,Texas,185,Hutchinson County_Texas
Irion County,Texas,13.4,Irion County_Texas
Jack County,Texas,75.32,Jack County_Texas
Jackson County,Texas,127.62,Jackson County_Texas
Jasper County,Texas,303.87,Jasper County_Texas
Jeff Davis County,Texas,19.15,Jeff Davis County_Texas
Jefferson County,Texas,2199.16,Jefferson County_Texas
Jim Hogg County,Texas,45.26,Jim Hogg County_Texas
Jim Wells County,Texas,353.34,Jim Wells County_Texas
Johnson County,Texas,1396.77,Johnson County_Texas
Jones County,Texas,171.34,Jones County_Texas
Karnes County,Texas,132.61,Karnes County_Texas
Kaufman County,Texas,1012.7,Kaufman County_Texas
Kendall County,Texas,359.67,Kendall County_Texas
Kenedy County,Texas,3.72,Kenedy County_Texas
Kent County,Texas,6.42,Kent County_Texas
Kerr County,Texas,440.88,Kerr County_Texas
Kimble County,Texas,37.88,Kimble County_Texas
King County,Texas,2.5,King County_Texas
Kinney County,Texas,31.49,Kinney County_Texas
Kleberg County,Texas,269.82,Kleberg County_Texas
Knox County,Texas,32.03,Knox County_Texas
Lamar County,Texas,425.02,Lamar County_Texas
Lamb County,Texas,113.3,Lamb County_Texas
Lampasas County,Texas,176.41,Lampasas County_Texas
La Salle County,Texas,65.3,La Salle County_Texas
Lavaca County,Texas,170.53,Lavaca County_Texas
Lee County,Texas,145.66,Lee County_Texas
Leon County,Texas,147.58,Leon County_Texas
Liberty County,Texas,699.39,Liberty County_Texas
Limestone County,Texas,201.86,Limestone County_Texas
Lipscomb County,Texas,30.02,Lipscomb County_Texas
Live Oak County,Texas,103.21,Live Oak County_Texas
Llano County,Texas,176.8,Llano County_Texas
Loving County,Texas,1,Loving County_Texas
Lubbock County,Texas,2592.28,Lubbock County_Texas
Lynn County,Texas,49.55,Lynn County_Texas
McCulloch County,Texas,69.73,McCulloch County_Texas
McLennan County,Texas,2124.84,McLennan County_Texas
McMullen County,Texas,7.04,McMullen County_Texas
Madison County,Texas,121.17,Madison County_Texas
Marion County,Texas,86.86,Marion County_Texas
Martin County,Texas,48.37,Martin County_Texas
Mason County,Texas,35.75,Mason County_Texas
Matagorda County,Texas,318.11,Matagorda County_Texas
Maverick County,Texas,498.79,Maverick County_Texas
Medina County,Texas,422.83,Medina County_Texas
Menard County,Texas,17.96,Menard County_Texas
Midland County,Texas,1405.94,Midland County_Texas
Milam County,Texas,211.85,Milam County_Texas
Mills County,Texas,41.96,Mills County_Texas
Mitchell County,Texas,72.73,Mitchell County_Texas
Montague County,Texas,166.42,Montague County_Texas
Montgomery County,Texas,4767.96,Montgomery County_Texas
Moore County,Texas,187.13,Moore County_Texas
Morris County,Texas,106.62,Morris County_Texas
Motley County,Texas,10.03,Motley County_Texas
Nacogdoches County,Texas,563.65,Nacogdoches County_Texas
Navarro County,Texas,415.42,Navarro County_Texas
Newton County,Texas,121.49,Newton County_Texas
Nolan County,Texas,128.83,Nolan County_Texas
Nueces County,Texas,3104.14,Nueces County_Texas
Ochiltree County,Texas,88.29,Ochiltree County_Texas
Oldham County,Texas,17.8,Oldham County_Texas
Orange County,Texas,725.3,Orange County_Texas
Palo Pinto County,Texas,241.41,Palo Pinto County_Texas
Panola County,Texas,200.94,Panola County_Texas
Parker County,Texas,1107.46,Parker County_Texas
Parmer County,Texas,84.21,Parmer County_Texas
Pecos County,Texas,135.98,Pecos County_Texas
Polk County,Texas,409.08,Polk County_Texas
Potter County,Texas,1036.68,Potter County_Texas
Presidio County,Texas,61.85,Presidio County_Texas
Rains County,Texas,97.01,Rains County_Texas
Randall County,Texas,1136.78,Randall County_Texas
Reagan County,Texas,31.93,Reagan County_Texas
Real County,Texas,29.15,Real County_Texas
Red River County,Texas,104.59,Red River County_Texas
Reeves County,Texas,129.75,Reeves County_Texas
Refugio County,Texas,62.37,Refugio County_Texas
Roberts County,Texas,7.81,Roberts County_Texas
Robertson County,Texas,144.27,Robertson County_Texas
Rockwall County,Texas,801.65,Rockwall County_Texas
Runnels County,Texas,88.3,Runnels County_Texas
Rusk County,Texas,454.42,Rusk County_Texas
Sabine County,Texas,89.08,Sabine County_Texas
San Augustine County,Texas,71.07,San Augustine County_Texas
San Jacinto County,Texas,237.87,San Jacinto County_Texas
San Patricio County,Texas,577.63,San Patricio County_Texas
San Saba County,Texas,50.91,San Saba County_Texas
Schleicher County,Texas,26.23,Schleicher County_Texas
Scurry County,Texas,149.13,Scurry County_Texas
Shackelford County,Texas,28.67,Shackelford County_Texas
Shelby County,Texas,219.86,Shelby County_Texas
Sherman County,Texas,26.22,Sherman County_Texas
Smith County,Texas,1933.46,Smith County_Texas
Somervell County,Texas,74.41,Somervell County_Texas
Starr County,Texas,549.34,Starr County_Texas
Stephens County,Texas,80.52,Stephens County_Texas
Sterling County,Texas,11.53,Sterling County_Texas
Stonewall County,Texas,12.05,Stonewall County_Texas
Sutton County,Texas,33.33,Sutton County_Texas
Swisher County,Texas,63.82,Swisher County_Texas
Tarrant County,Texas,17373.97,Tarrant County_Texas
Taylor County,Texas,1169.12,Taylor County_Texas
Terrell County,Texas,7.07,Terrell County_Texas
Terry County,Texas,109.64,Terry County_Texas
Throckmorton County,Texas,13.19,Throckmorton County_Texas
Titus County,Texas,279.56,Titus County_Texas
Tom Green County,Texas,1009.23,Tom Green County_Texas
Travis County,Texas,10350.83,Travis County_Texas
Trinity County,Texas,124.86,Trinity County_Texas
Tyler County,Texas,183.89,Tyler County_Texas
Upshur County,Texas,350.14,Upshur County_Texas
Upton County,Texas,31.74,Upton County_Texas
Uvalde County,Texas,232.42,Uvalde County_Texas
Val Verde County,Texas,420.45,Val Verde County_Texas
Van Zandt County,Texas,466.57,Van Zandt County_Texas
Victoria County,Texas,793.44,Victoria County_Texas
Walker County,Texas,616.79,Walker County_Texas
Waller County,Texas,429.59,Waller County_Texas
Ward County,Texas,99.36,Ward County_Texas
Washington County,Texas,298.04,Washington County_Texas
Webb County,Texas,2338.24,Webb County_Texas
Wharton County,Texas,357.51,Wharton County_Texas
Wheeler County,Texas,47.44,Wheeler County_Texas
Wichita County,Texas,1127.79,Wichita County_Texas
Wilbarger County,Texas,110.72,Wilbarger County_Texas
Willacy County,Texas,187.16,Willacy County_Texas
Williamson County,Texas,4525.76,Williamson County_Texas
Wilson County,Texas,413.6,Wilson County_Texas
Winkler County,Texas,67.58,Winkler County_Texas
Wise County,Texas,553.12,Wise County_Texas
Wood County,Texas,375.46,Wood County_Texas
Yoakum County,Texas,74.23,Yoakum County_Texas
Young County,Texas,155.34,Young County_Texas
Zapata County,Texas,124.03,Zapata County_Texas
Zavala County,Texas,104.05,Zavala County_Texas
Beaver County,Utah,55.41,Beaver County_Utah
Box Elder County,Utah,454.34,Box Elder County_Utah
Cache County,Utah,1049.92,Cache County_Utah
Carbon County,Utah,174.37,Carbon County_Utah
Daggett County,Utah,9.22,Daggett County_Utah
Davis County,Utah,2926.49,Davis County_Utah
Duchesne County,Utah,173.79,Duchesne County_Utah
Emery County,Utah,87.58,Emery County_Utah
Garfield County,Utah,42.65,Garfield County_Utah
Grand County,Utah,82.73,Grand County_Utah
Iron County,Utah,426.36,Iron County_Utah
Juab County,Utah,94.25,Juab County_Utah
Kane County,Utah,62.63,Kane County_Utah
Millard County,Utah,108.6,Millard County_Utah
Morgan County,Utah,97.69,Morgan County_Utah
Piute County,Utah,12.52,Piute County_Utah
Rich County,Utah,19.84,Rich County_Utah
Salt Lake County,Utah,9615.53,Salt Lake County_Utah
San Juan County,Utah,131.64,San Juan County_Utah
Sanpete County,Utah,251.02,Sanpete County_Utah
Sevier County,Utah,181.36,Sevier County_Utah
Summit County,Utah,347.54,Summit County_Utah
Tooele County,Utah,553.71,Tooele County_Utah
Uintah County,Utah,311.06,Uintah County_Utah
Utah County,Utah,5062.94,Utah County_Utah
Wasatch County,Utah,261.09,Wasatch County_Utah
Washington County,Utah,1367.12,Washington County_Utah
Wayne County,Utah,22.94,Wayne County_Utah
Weber County,Utah,2121.44,Weber County_Utah
Addison County,Vermont,316.82,Addison County_Vermont
Bennington County,Vermont,308.2,Bennington County_Vermont
Caledonia County,Vermont,258.74,Caledonia County_Vermont
Chittenden County,Vermont,1386.04,Chittenden County_Vermont
Essex County,Vermont,53.43,Essex County_Vermont
Franklin County,Vermont,420.22,Franklin County_Vermont
Grand Isle County,Vermont,59.35,Grand Isle County_Vermont
Lamoille County,Vermont,217.29,Lamoille County_Vermont
Orange County,Vermont,248.14,Orange County_Vermont
Orleans County,Vermont,229.62,Orleans County_Vermont
Rutland County,Vermont,507.19,Rutland County_Vermont
Washington County,Vermont,500.7,Washington County_Vermont
Windham County,Vermont,370.42,Windham County_Vermont
Windsor County,Vermont,474.74,Windsor County_Vermont
Accomack County,Virginia,281.85,Accomack County_Virginia
Albemarle County,Virginia,912.99,Albemarle County_Virginia
Alleghany County,Virginia,131.95,Alleghany County_Virginia
Amelia County,Virginia,109.76,Amelia County_Virginia
Amherst County,Virginia,273.61,Amherst County_Virginia
Appomattox County,Virginia,133.09,Appomattox County_Virginia
Arlington County,Virginia,1986.99,Arlington County_Virginia
Augusta County,Virginia,641.73,Augusta County_Virginia
Bath County,Virginia,37.74,Bath County_Virginia
Bedford County,Virginia,668.48,Bedford County_Virginia
Bland County,Virginia,55.53,Bland County_Virginia
Botetourt County,Virginia,284.66,Botetourt County_Virginia
Brunswick County,Virginia,142.79,Brunswick County_Virginia
Buchanan County,Virginia,189.77,Buchanan County_Virginia
Buckingham County,Virginia,146.22,Buckingham County_Virginia
Campbell County,Virginia,473.9,Campbell County_Virginia
Caroline County,Virginia,258.03,Caroline County_Virginia
Carroll County,Virginia,255.24,Carroll County_Virginia
Charles City County,Virginia,60.22,Charles City County_Virginia
Charlotte County,Virginia,103.89,Charlotte County_Virginia
Chesterfield County,Virginia,2903.61,Chesterfield County_Virginia
Clarke County,Virginia,122.66,Clarke County_Virginia
Craig County,Virginia,43.95,Craig County_Virginia
Culpeper County,Virginia,431.78,Culpeper County_Virginia
Cumberland County,Virginia,83.42,Cumberland County_Virginia
Dickenson County,Virginia,128.77,Dickenson County_Virginia
Dinwiddie County,Virginia,243.17,Dinwiddie County_Virginia
Essex County,Virginia,95.12,Essex County_Virginia
Fairfax County,Virginia,9808.97,Fairfax County_Virginia
Fauquier County,Virginia,590.39,Fauquier County_Virginia
Floyd County,Virginia,134.49,Floyd County_Virginia
Fluvanna County,Virginia,224.19,Fluvanna County_Virginia
Franklin County,Virginia,481.75,Franklin County_Virginia
Frederick County,Virginia,726.46,Frederick County_Virginia
Giles County,Virginia,144.47,Giles County_Virginia
Gloucester County,Virginia,318.44,Gloucester County_Virginia
Goochland County,Virginia,192.73,Goochland County_Virginia
Grayson County,Virginia,136.15,Grayson County_Virginia
Greene County,Virginia,165.9,Greene County_Virginia
Greensville County,Virginia,99.33,Greensville County_Virginia
Halifax County,Virginia,300.04,Halifax County_Virginia
Hanover County,Virginia,895.31,Hanover County_Virginia
Henrico County,Virginia,2793.57,Henrico County_Virginia
Henry County,Virginia,442.67,Henry County_Virginia
Highland County,Virginia,18.95,Highland County_Virginia
Isle of Wight County,Virginia,311.62,Isle of Wight County_Virginia
James City County,Virginia,634.87,James City County_Virginia
King and Queen County,Virginia,60.48,King and Queen County_Virginia
King George County,Virginia,222.31,King George County_Virginia
King William County,Virginia,140.78,King William County_Virginia
Lancaster County,Virginia,92.4,Lancaster County_Virginia
Lee County,Virginia,206.49,Lee County_Virginia
Loudoun County,Virginia,3307.82,Loudoun County_Virginia
Louisa County,Virginia,302.93,Louisa County_Virginia
Lunenburg County,Virginia,105.22,Lunenburg County_Virginia
Madison County,Virginia,112.19,Madison County_Virginia
Mathews County,Virginia,75.41,Mathews County_Virginia
Mecklenburg County,Virginia,264.5,Mecklenburg County_Virginia
Middlesex County,Virginia,92.24,Middlesex County_Virginia
Montgomery County,Virginia,843.02,Montgomery County_Virginia
Nelson County,Virginia,126.98,Nelson County_Virginia
New Kent County,Virginia,180.4,New Kent County_Virginia
Northampton County,Virginia,103.14,Northampton County_Virginia
Northumberland County,Virginia,104.62,Northumberland County_Virginia
Nottoway County,Virginia,133,Nottoway County_Virginia
Orange County,Virginia,303.57,Orange County_Virginia
Page County,Virginia,202.58,Page County_Virginia
Patrick County,Virginia,152.58,Patrick County_Virginia
Pittsylvania County,Virginia,529.48,Pittsylvania County_Virginia
Powhatan County,Virginia,244.05,Powhatan County_Virginia
Prince Edward County,Virginia,197.56,Prince Edward County_Virginia
Prince George County,Virginia,324.94,Prince George County_Virginia
Prince William County,Virginia,3921.28,Prince William County_Virginia
Pulaski County,Virginia,293.65,Pulaski County_Virginia
Rappahannock County,Virginia,63.08,Rappahannock County_Virginia
Richmond County,Virginia,75.15,Richmond County_Virginia
Roanoke County,Virginia,801.13,Roanoke County_Virginia
Rockbridge County,Virginia,191.99,Rockbridge County_Virginia
Rockingham County,Virginia,680.6,Rockingham County_Virginia
Russell County,Virginia,234.96,Russell County_Virginia
Scott County,Virginia,188.59,Scott County_Virginia
Shenandoah County,Virginia,367.96,Shenandoah County_Virginia
Smyth County,Virginia,267.02,Smyth County_Virginia
Southampton County,Virginia,154.63,Southampton County_Virginia
Spotsylvania County,Virginia,1126.31,Spotsylvania County_Virginia
Stafford County,Virginia,1231.91,Stafford County_Virginia
Surry County,Virginia,56.23,Surry County_Virginia
Sussex County,Virginia,97.88,Sussex County_Virginia
Tazewell County,Virginia,361.29,Tazewell County_Virginia
Warren County,Virginia,335.52,Warren County_Virginia
Washington County,Virginia,465.65,Washington County_Virginia
Westmoreland County,Virginia,151.33,Westmoreland County_Virginia
Wise County,Virginia,334.85,Wise County_Virginia
Wythe County,Virginia,248.26,Wythe County_Virginia
York County,Virginia,581.83,York County_Virginia
Alexandria city,Virginia,1347.45,Alexandria city_Virginia
Bristol city,Virginia,144.51,Bristol city_Virginia
Buena Vista city,Virginia,54.59,Buena Vista city_Virginia
Charlottesville city,Virginia,405.29,Charlottesville city_Virginia
Chesapeake city,Virginia,2038.54,Chesapeake city_Virginia
Colonial Heights city,Virginia,150.45,Colonial Heights city_Virginia
Covington city,Virginia,47.52,Covington city_Virginia
Danville city,Virginia,357.28,Danville city_Virginia
Emporia city,Virginia,46.07,Emporia city_Virginia
Fairfax city,Virginia,204.51,Fairfax city_Virginia
Falls Church city,Virginia,118.25,Falls Church city_Virginia
Franklin city,Virginia,70.21,Franklin city_Virginia
Fredericksburg city,Virginia,243.49,Fredericksburg city_Virginia
Galax city,Virginia,56.42,Galax city_Virginia
Hampton city,Virginia,1160.35,Hampton city_Virginia
Harrisonburg city,Virginia,460.76,Harrisonburg city_Virginia
Hopewell city,Virginia,193.51,Hopewell city_Virginia
Lexington city,Virginia,60.82,Lexington city_Virginia
Lynchburg city,Virginia,686.73,Lynchburg city_Virginia
Manassas city,Virginia,355.51,Manassas city_Virginia
Manassas Park city,Virginia,138.51,Manassas Park city_Virginia
Martinsville city,Virginia,111.87,Martinsville city_Virginia
Newport News city,Virginia,1545.95,Newport News city_Virginia
Norfolk city,Virginia,2109.35,Norfolk city_Virginia
Norton city,Virginia,33.87,Norton city_Virginia
Petersburg city,Virginia,271.97,Petersburg city_Virginia
Poquoson city,Virginia,102.47,Poquoson city_Virginia
Portsmouth city,Virginia,815.91,Portsmouth city_Virginia
Radford city,Virginia,149.46,Radford city_Virginia
Richmond city,Virginia,1933.36,Richmond city_Virginia
Roanoke city,Virginia,854.33,Roanoke city_Virginia
Salem city,Virginia,218.26,Salem city_Virginia
Staunton city,Virginia,208.2,Staunton city_Virginia
Suffolk city,Virginia,766.39,Suffolk city_Virginia
Virginia Beach city,Virginia,3870.77,Virginia Beach city_Virginia
Waynesboro city,Virginia,187.03,Waynesboro city_Virginia
Williamsburg city,Virginia,127.19,Williamsburg city_Virginia
Winchester city,Virginia,238.2,Winchester city_Virginia
Adams County,Washington,166.26,Adams County_Washington
Asotin County,Washington,191.12,Asotin County_Washington
Benton County,Washington,1661.54,Benton County_Washington
Chelan County,Washington,651.89,Chelan County_Washington
Clallam County,Washington,637.37,Clallam County_Washington
Clark County,Washington,3992.39,Clark County_Washington
Columbia County,Washington,34.13,Columbia County_Washington
Cowlitz County,Washington,899.41,Cowlitz County_Washington
Douglas County,Washington,355.44,Douglas County_Washington
Ferry County,Washington,64.61,Ferry County_Washington
Franklin County,Washington,774.91,Franklin County_Washington
Garfield County,Washington,19.26,Garfield County_Washington
Grant County,Washington,810.92,Grant County_Washington
Grays Harbor County,Washington,614.09,Grays Harbor County_Washington
Island County,Washington,701.06,Island County_Washington
Jefferson County,Washington,265.05,Jefferson County_Washington
King County,Washington,18589.56,King County_Washington
Kitsap County,Washington,2258.98,Kitsap County_Washington
Kittitas County,Washington,385.36,Kittitas County_Washington
Klickitat County,Washington,182.45,Klickitat County_Washington
Lewis County,Washington,657.42,Lewis County_Washington
Lincoln County,Washington,88.72,Lincoln County_Washington
Mason County,Washington,533.5,Mason County_Washington
Okanogan County,Washington,356.57,Okanogan County_Washington
Pacific County,Washington,182.33,Pacific County_Washington
Pend Oreille County,Washington,112.6,Pend Oreille County_Washington
Pierce County,Washington,7379.47,Pierce County_Washington
San Juan County,Washington,139.89,San Juan County_Washington
Skagit County,Washington,1061.43,Skagit County_Washington
Skamania County,Washington,99.4,Skamania County_Washington
Snohomish County,Washington,6758.47,Snohomish County_Washington
Spokane County,Washington,4265.51,Spokane County_Washington
Stevens County,Washington,378.65,Stevens County_Washington
Thurston County,Washington,2348.54,Thurston County_Washington
Wahkiakum County,Washington,35.75,Wahkiakum County_Washington
Walla Walla County,Washington,515.61,Walla Walla County_Washington
Whatcom County,Washington,1858.17,Whatcom County_Washington
Whitman County,Washington,418.57,Whitman County_Washington
Yakima County,Washington,2142.36,Yakima County_Washington
Barbour County,West Virginia,143.65,Barbour County_West Virginia
Berkeley County,West Virginia,973.63,Berkeley County_West Virginia
Boone County,West Virginia,195.65,Boone County_West Virginia
Braxton County,West Virginia,122.87,Braxton County_West Virginia
Brooke County,West Virginia,194.6,Brooke County_West Virginia
Cabell County,West Virginia,820.88,Cabell County_West Virginia
Calhoun County,West Virginia,63.31,Calhoun County_West Virginia
Clay County,West Virginia,75.74,Clay County_West Virginia
Doddridge County,West Virginia,73.57,Doddridge County_West Virginia
Fayette County,West Virginia,378.96,Fayette County_West Virginia
Gilmer County,West Virginia,69.82,Gilmer County_West Virginia
Grant County,West Virginia,99.7,Grant County_West Virginia
Greenbrier County,West Virginia,304.93,Greenbrier County_West Virginia
Hampshire County,West Virginia,200.07,Hampshire County_West Virginia
Hancock County,West Virginia,254.54,Hancock County_West Virginia
Hardy County,West Virginia,118.52,Hardy County_West Virginia
Harrison County,West Virginia,586.46,Harrison County_West Virginia
Jackson County,West Virginia,250.37,Jackson County_West Virginia
Jefferson County,West Virginia,480.27,Jefferson County_West Virginia
Kanawha County,West Virginia,1597.28,Kanawha County_West Virginia
Lewis County,West Virginia,139.71,Lewis County_West Virginia
Lincoln County,West Virginia,181.14,Lincoln County_West Virginia
Logan County,West Virginia,288.88,Logan County_West Virginia
McDowell County,West Virginia,164.67,McDowell County_West Virginia
Marion County,West Virginia,484.75,Marion County_West Virginia
Marshall County,West Virginia,271.95,Marshall County_West Virginia
Mason County,West Virginia,231.04,Mason County_West Virginia
Mercer County,West Virginia,520.06,Mercer County_West Virginia
Mineral County,West Virginia,234.63,Mineral County_West Virginia
Mingo County,West Virginia,212.12,Mingo County_West Virginia
Monongalia County,West Virginia,907.19,Monongalia County_West Virginia
Monroe County,West Virginia,115.76,Monroe County_West Virginia
Morgan County,West Virginia,151.2,Morgan County_West Virginia
Nicholas County,West Virginia,217.74,Nicholas County_West Virginia
Ohio County,West Virginia,366.08,Ohio County_West Virginia
Pendleton County,West Virginia,59.87,Pendleton County_West Virginia
Pleasants County,West Virginia,64.25,Pleasants County_West Virginia
Pocahontas County,West Virginia,73.17,Pocahontas County_West Virginia
Preston County,West Virginia,289.69,Preston County_West Virginia
Putnam County,West Virginia,486.32,Putnam County_West Virginia
Raleigh County,West Virginia,654.57,Raleigh County_West Virginia
Randolph County,West Virginia,249.06,Randolph County_West Virginia
Ritchie County,West Virginia,85.49,Ritchie County_West Virginia
Roane County,West Virginia,121.07,Roane County_West Virginia
Summers County,West Virginia,111.33,Summers County_West Virginia
Taylor County,West Virginia,145.46,Taylor County_West Virginia
Tucker County,West Virginia,60.51,Tucker County_West Virginia
Tyler County,West Virginia,76.82,Tyler County_West Virginia
Upshur County,West Virginia,211.72,Upshur County_West Virginia
Wayne County,West Virginia,349.23,Wayne County_West Virginia
Webster County,West Virginia,73.42,Webster County_West Virginia
Wetzel County,West Virginia,134.19,Wetzel County_West Virginia
Wirt County,West Virginia,49.48,Wirt County_West Virginia
Wood County,West Virginia,735.3,Wood County_West Virginia
Wyoming County,West Virginia,186.79,Wyoming County_West Virginia
Adams County,Wisconsin,171.35,Adams County_Wisconsin
Ashland County,Wisconsin,134.17,Ashland County_Wisconsin
Barron County,Wisconsin,388.1,Barron County_Wisconsin
Bayfield County,Wisconsin,128.11,Bayfield County_Wisconsin
Brown County,Wisconsin,2226.92,Brown County_Wisconsin
Buffalo County,Wisconsin,112.67,Buffalo County_Wisconsin
Burnett County,Wisconsin,130.58,Burnett County_Wisconsin
Calumet County,Wisconsin,425.57,Calumet County_Wisconsin
Chippewa County,Wisconsin,545.06,Chippewa County_Wisconsin
Clark County,Wisconsin,295.8,Clark County_Wisconsin
Columbia County,Wisconsin,487.9,Columbia County_Wisconsin
Crawford County,Wisconsin,139.43,Crawford County_Wisconsin
Dane County,Wisconsin,4555.02,Dane County_Wisconsin
Dodge County,Wisconsin,749.59,Dodge County_Wisconsin
Door County,Wisconsin,234.5,Door County_Wisconsin
Douglas County,Wisconsin,371.95,Douglas County_Wisconsin
Dunn County,Wisconsin,380.41,Dunn County_Wisconsin
Eau Claire County,Wisconsin,883.24,Eau Claire County_Wisconsin
Florence County,Wisconsin,37.09,Florence County_Wisconsin
Fond du Lac County,Wisconsin,876.89,Fond du Lac County_Wisconsin
Forest County,Wisconsin,77.41,Forest County_Wisconsin
Grant County,Wisconsin,446.28,Grant County_Wisconsin
Green County,Wisconsin,315.49,Green County_Wisconsin
Green Lake County,Wisconsin,159.7,Green Lake County_Wisconsin
Iowa County,Wisconsin,201.1,Iowa County_Wisconsin
Iron County,Wisconsin,48.48,Iron County_Wisconsin
Jackson County,Wisconsin,175.72,Jackson County_Wisconsin
Jefferson County,Wisconsin,724.89,Jefferson County_Wisconsin
Juneau County,Wisconsin,226.07,Juneau County_Wisconsin
Kenosha County,Wisconsin,1441.05,Kenosha County_Wisconsin
Kewaunee County,Wisconsin,174.75,Kewaunee County_Wisconsin
La Crosse County,Wisconsin,1010.16,La Crosse County_Wisconsin
Lafayette County,Wisconsin,143.72,Lafayette County_Wisconsin
Langlade County,Wisconsin,163.7,Langlade County_Wisconsin
Lincoln County,Wisconsin,238.71,Lincoln County_Wisconsin
Manitowoc County,Wisconsin,680.96,Manitowoc County_Wisconsin
Marathon County,Wisconsin,1158.8,Marathon County_Wisconsin
Marinette County,Wisconsin,345.42,Marinette County_Wisconsin
Marquette County,Wisconsin,129.81,Marquette County_Wisconsin
Menominee County,Wisconsin,39.12,Menominee County_Wisconsin
Milwaukee County,Wisconsin,8194.44,Milwaukee County_Wisconsin
Monroe County,Wisconsin,389.33,Monroe County_Wisconsin
Oconto County,Wisconsin,321.59,Oconto County_Wisconsin
Oneida County,Wisconsin,303.21,Oneida County_Wisconsin
Outagamie County,Wisconsin,1585.21,Outagamie County_Wisconsin
Ozaukee County,Wisconsin,757.85,Ozaukee County_Wisconsin
Pepin County,Wisconsin,62.15,Pepin County_Wisconsin
Pierce County,Wisconsin,355.29,Pierce County_Wisconsin
Polk County,Wisconsin,370.8,Polk County_Wisconsin
Portage County,Wisconsin,604.25,Portage County_Wisconsin
Price County,Wisconsin,115.09,Price County_Wisconsin
Racine County,Wisconsin,1672.36,Racine County_Wisconsin
Richland County,Wisconsin,150.39,Richland County_Wisconsin
Rock County,Wisconsin,1384.77,Rock County_Wisconsin
Rusk County,Wisconsin,121.07,Rusk County_Wisconsin
St. Croix County,Wisconsin,751.64,St. Croix County_Wisconsin
Sauk County,Wisconsin,545.45,Sauk County_Wisconsin
