FromBus,ToBus,TxID,kV_fbus,kV_tbus
53708,40332,46389c,115.0,115.0
37574,37561,19581a,161.0,161.0
26746,26748,26318a,115.0,115.0
20621,53020,40193c,69.0,138.0
14783,12885,15529b,115.0,69.0
54464,54471,57820,115.0,69.0
59646,59648,58217b,115.0,115.0
2612,47451,76800,6.9,60.0
20058,15828,2173,69.0,115.0
13349,22988,2091,115.0,115.0
61384,61340,56513,69.0,69.0
2270,48389,76503,13.8,66.0
39450,31599,341,100.0,100.0
8060,39076,81612,4.16,230.0
40081,40082,4463a,161.0,230.0
54144,54146,59510e,230.0,69.0
64656,64658,58314,138.0,115.0
39040,39041,27119b,0.0,0.0
32455,32456,8524,0.0,138.0
64870,64884,60616,0.0,0.0
54460,54459,58378,115.0,46.0
31200,45039,35356a,100.0,115.0
31590,51706,36854,230.0,230.0
61226,61228,56424,69.0,115.0
31485,42087,35973,100.0,100.0
21279,9779,13268c,115.0,138.0
8145,13081,81686,0.69,69.0
37996,53520,48754,100.0,100.0
13480,9140,39819a,230.0,230.0
29786,29787,17807c,115.0,115.0
9007,9012,1451,115.0,138.0
54715,54716,56576b,230.0,230.0
25364,25365,23223c,230.0,115.0
53143,53144,24717b,161.0,230.0
20845,20844,20097a,138.0,138.0
10957,10958,8903b,230.0,230.0
60165,60147,54232b,115.0,115.0
17597,17598,47937i,138.0,138.0
32673,16892,2346b,0.0,0.0
51606,51601,11737b,115.0,500.0
41451,51903,29722c,100.0,100.0
5071,9605,79023,4.16,69.0
30004,30005,44602c,69.0,69.0
37998,34629,14876b,100.0,138.0
5732,42228,79603,4.16,138.0
28785,29640,1732c,138.0,138.0
30047,30049,12717b,115.0,115.0
58166,58169,53600,230.0,230.0
39448,39447,21869b,500.0,230.0
25204,25202,39704,345.0,345.0
25734,25735,25713a,69.0,69.0
14609,45239,29413a,69.0,69.0
7360,28201,81004,4.16,345.0
62090,23715,2560b,115.0,115.0
1894,62914,76217a,22.0,138.0
44673,44685,11720,230.0,138.0
64023,64109,60100b,115.0,0.0
15435,15436,44843,115.0,115.0
946,15025,75353,6.9,69.0
36137,36047,47917a,230.0,115.0
64269,64275,54432a,230.0,115.0
64109,64110,60099b,0.0,0.0
10847,10849,23856,100.0,100.0
53412,36799,24565f,161.0,161.0
59575,59590,54864,69.0,138.0
18138,37671,33730a,69.0,69.0
9747,20903,10271b,138.0,115.0
41415,41417,8313b,38.0,161.0
9143,29280,31099d,115.0,115.0
59708,59710,56113c,115.0,115.0
39116,39112,7062a,230.0,161.0
26845,13279,47976,69.0,69.0
63889,63890,55728a,230.0,115.0
39692,39693,37880a,115.0,115.0
53641,30346,1688b,115.0,115.0
59803,59792,54722,46.0,115.0
45076,45156,20571,0.0,161.0
50860,42199,43257,0.0,138.0
35102,35116,19881,69.0,69.0
43297,40387,3197b,138.0,115.0
27554,53829,13817,69.0,69.0
17462,17463,8535,115.0,115.0
22121,17581,14677d,115.0,138.0
9419,32321,45778,69.0,69.0
9650,27902,50638e,115.0,115.0
25244,21209,36230a,115.0,115.0
7033,48946,80708,4.16,66.0
59453,59455,54710b,345.0,345.0
38433,35304,45152c,138.0,138.0
17730,17732,7948,161.0,69.0
28211,28212,25274a,115.0,115.0
21872,21871,3100c,115.0,115.0
29481,18120,50139c,138.0,138.0
10584,10611,45436,230.0,0.0
38039,38038,32056b,345.0,138.0
51219,51207,37964a,69.0,69.0
43974,43991,22857a,161.0,161.0
2378,40713,76590,6.9,69.0
62079,62080,13025a,115.0,161.0
16448,16512,41906a,138.0,138.0
2517,47502,76711a,22.0,230.0
14393,14410,40262b,69.0,115.0
23731,23736,34426b,69.0,230.0
20584,20583,21159a,230.0,230.0
6485,48311,80241,0.69,66.0
65319,65323,58213b,115.0,115.0
16868,44255,17706b,138.0,100.0
19333,30826,47430,230.0,230.0
18056,21171,43658c,230.0,100.0
20878,18129,31736b,69.0,69.0
16359,16325,40581a,345.0,138.0
43507,33978,7501b,69.0,69.0
4428,64514,78469,4.16,69.0
3018,19993,77171,4.16,230.0
12,24674,74565,13.8,115.0
31097,42318,7076,161.0,161.0
27716,34280,6760b,345.0,345.0
34339,62255,28225a,138.0,161.0
29265,29221,45117,161.0,138.0
33978,43507,25632c,69.0,69.0
1122,18711,75497b,6.9,115.0
45032,45015,28571a,100.0,100.0
26175,18763,34779e,69.0,69.0
7474,61462,81112,4.16,57.0
65073,65074,57405b,69.0,0.0
8640,10920,82059,4.16,57.1
19416,19439,35294b,115.0,115.0
40383,40396,17860,0.0,0.0
6788,20261,80500a,4.16,138.0
16343,16187,24545c,345.0,100.0
18005,32730,41927c,138.0,138.0
13491,13493,41418b,69.0,69.0
4412,53951,78454a,22.0,46.0
54566,54570,58080d,46.0,0.0
4122,26136,78190,4.16,115.0
21468,12592,18442d,138.0,115.0
16435,16436,28310b,138.0,138.0
42603,42617,28419b,115.0,69.0
59770,59682,54694,115.0,69.0
43146,43150,12664,115.0,69.0
4832,11332,78827,0.69,115.0
3822,41550,77905,6.9,115.0
28182,9809,34194,69.0,69.0
16996,17020,38645b,230.0,345.0
18872,23850,35435i,230.0,230.0
61937,61936,26225n,230.0,100.0
31636,53299,3965,69.0,115.0
36463,36464,34368c,161.0,100.0
3011,46303,77164a,4.16,66.0
64479,64480,57935,230.0,230.0
7969,28292,81530b,4.16,500.0
14218,52777,27415a,115.0,138.0
27535,37622,13885b,161.0,161.0
11724,11706,3306a,138.0,100.0
29864,21343,51967e,138.0,138.0
59787,59788,55262a,138.0,138.0
51274,51244,18337a,115.0,115.0
59763,59804,54950b,69.0,138.0
9591,9592,33574b,115.0,115.0
16168,39499,13996f,138.0,115.0
37261,37247,6511a,69.0,138.0
28382,9563,13922d,115.0,345.0
25793,21275,45801a,0.0,0.0
58843,58844,54398a,115.0,115.0
28180,28179,42847a,69.0,69.0
57993,57994,56692a,0.0,0.0
10694,8897,35126c,345.0,345.0
27668,29555,29295a,69.0,230.0
18331,18349,43675a,115.0,138.0
36148,36182,14417b,230.0,230.0
29893,20917,8919a,0.0,0.0
7971,9608,81532a,4.16,500.0
21660,21109,26700a,0.0,138.0
58258,58259,56603a,69.0,69.0
25986,26014,27617,161.0,138.0
41723,25439,43425,0.0,69.0
6369,60746,80149,4.16,500.0
18084,29991,28962b,230.0,115.0
19003,19119,39370,138.0,69.0
10890,10891,8199c,69.0,69.0
40974,40976,46144b,115.0,115.0
51303,14456,29147c,230.0,69.0
30089,30090,1409d,345.0,345.0
4027,22365,78100,22.0,230.0
16575,45028,17659d,115.0,138.0
11560,11527,11199a,115.0,138.0
43818,43819,21096c,115.0,115.0
37818,9278,11509,161.0,161.0
37131,43296,16681a,138.0,0.0
9821,9822,18710a,138.0,230.0
26051,22796,47107,38.0,345.0
40006,39996,22018b,0.0,0.0
28951,27266,28155,345.0,138.0
54530,54532,57727c,345.0,46.0
61921,61920,6725,69.0,230.0
17018,15240,42687a,100.0,100.0
5002,46294,78975,0.69,66.0
16500,31039,28567c,230.0,230.0
4035,22141,78108,13.8,345.0
11043,11091,21712e,115.0,115.0
13056,13071,46784,115.0,115.0
60060,60071,60070d,115.0,69.0
44627,32034,11578a,69.0,69.0
31033,33685,5703,230.0,138.0
18433,18454,30857b,138.0,69.0
11219,11179,28970,230.0,230.0
65168,65059,57370,69.0,230.0
24139,24135,19899,115.0,115.0
21458,21461,37550c,138.0,69.0
27858,27832,15753b,115.0,115.0
683,35592,75125,6.9,115.0
16268,24984,20485b,138.0,138.0
17589,27736,20502b,345.0,345.0
42359,36450,2819b,161.0,115.0
732,44594,75168,13.8,115.0
42446,42445,42267b,138.0,138.0
18047,21214,25796c,345.0,115.0
54527,54528,59165c,345.0,345.0
16567,16568,3826b,161.0,161.0
40274,40678,18798c,69.0,161.0
17945,17944,35677a,115.0,115.0
53081,53018,47629a,138.0,230.0
33055,33057,17543a,138.0,138.0
7353,52308,80997,0.69,230.0
9118,16631,24287b,115.0,115.0
44446,44448,23296,115.0,161.0
42318,31097,3091a,161.0,161.0
35734,45260,583a,161.0,161.0
12933,12932,24928,69.0,138.0
25793,25792,27960,0.0,0.0
33970,14324,27936b,161.0,161.0
8690,9674,82104,0.69,115.0
21956,14852,14921,138.0,345.0
3702,14046,77794,4.16,69.0
11534,11570,15421b,115.0,115.0
5792,59084,79650,4.16,46.0
4593,29322,78616,4.16,69.0
60787,60786,58254,115.0,115.0
27717,17511,6913b,138.0,115.0
49885,22970,33587b,69.0,69.0
52083,52074,39700a,69.0,69.0
27390,32185,13136e,345.0,138.0
51178,51179,8891a,115.0,115.0
35340,35339,28946a,138.0,138.0
2273,10716,76506,6.9,161.0
8376,31944,81845,4.16,115.0
28474,28515,18795b,115.0,0.0
7825,34500,81408,4.16,161.0
35168,19892,4914c,138.0,138.0
29917,29918,5369a,0.0,0.0
60352,60358,57575a,115.0,115.0
20538,32482,40795,69.0,69.0
25722,25726,6757c,138.0,138.0
10689,10718,9667b,138.0,138.0
59043,59056,56047c,115.0,230.0
29984,29936,5461,0.0,115.0
40244,40243,2323a,138.0,138.0
61100,61099,58363,69.0,69.0
9876,9875,47314b,69.0,69.0
38853,38854,1374b,69.0,230.0
5685,15262,79560,4.16,345.0
43689,51873,21132b,230.0,230.0
12742,12743,8852,115.0,69.0
26828,26830,349e,115.0,69.0
33962,24385,43472c,138.0,69.0
54389,54390,59411c,0.0,0.0
7912,39743,81480,0.69,115.0
50246,50247,22711b,230.0,230.0
31706,50565,13381b,0.0,138.0
62416,62417,13558b,161.0,161.0
21684,21685,7828e,161.0,138.0
61959,61967,18698e,69.0,69.0
13494,9117,11255a,138.0,138.0
26626,26596,42684c,138.0,138.0
1603,26325,75954,6.9,115.0
9753,14687,28734b,138.0,161.0
9509,27823,39010b,230.0,230.0
26468,22759,34919b,0.0,230.0
38664,35725,25599c,161.0,69.0
42151,42150,13867,138.0,138.0
58853,58855,59273b,0.0,0.0
27287,27485,41187b,161.0,0.0
1996,60275,76287,13.8,230.0
43123,43126,11130c,115.0,161.0
32858,32860,49320e,69.0,138.0
17834,12817,32023,0.0,0.0
19901,19914,31150c,138.0,138.0
9524,27586,17259b,161.0,161.0
13982,13983,26989a,115.0,115.0
25123,25122,2414,69.0,69.0
58963,58994,54775d,115.0,115.0
30349,30350,18709a,115.0,230.0
61584,61585,54564a,69.0,69.0
40180,35240,40595,69.0,161.0
54738,54742,54617,69.0,69.0
11488,11494,46346f,100.0,69.0
38511,38473,41027,115.0,115.0
52440,29817,39403,138.0,69.0
52232,52248,28527,100.0,100.0
60301,60302,57604,0.0,115.0
63735,63736,58412c,138.0,138.0
11353,11352,47650b,115.0,115.0
53533,53532,37598d,100.0,161.0
33423,33454,8557c,161.0,161.0
9553,9552,19537b,230.0,230.0
9554,28374,30202c,115.0,115.0
18948,18947,11519a,230.0,230.0
7398,33761,81042b,4.16,230.0
26128,26124,33567c,345.0,115.0
12659,20502,4449,138.0,138.0
18028,18027,43917a,161.0,69.0
34559,14416,2911b,69.0,138.0
28893,28894,21252b,69.0,161.0
29501,18276,38197,69.0,100.0
20228,14759,20087,345.0,345.0
3889,56422,77969,22.0,345.0
59759,59773,56084,115.0,46.0
5236,49323,79167,4.16,66.0
40826,40835,8309a,0.0,69.0
52630,39814,27540g,0.0,0.0
38262,38263,18548b,115.0,230.0
26320,26313,48963a,69.0,100.0
29089,29048,13554,161.0,0.0
150,47612,74673,6.9,230.0
7136,31869,80804d,4.16,100.0
58860,58870,57270,115.0,69.0
9730,9729,5349,115.0,138.0
52456,52457,41438d,100.0,100.0
9807,28177,10726,161.0,161.0
44605,37435,27800b,230.0,69.0
24984,16268,40785,138.0,138.0
3648,59698,77742b,6.9,115.0
37695,35429,49958c,69.0,138.0
24957,18029,17063b,115.0,69.0
59506,59544,54939,115.0,345.0
60067,60205,54572,115.0,115.0
30956,30957,10558c,115.0,115.0
30852,29820,23739b,230.0,230.0
13983,24220,41307e,115.0,161.0
18026,15499,43917c,69.0,115.0
3984,15974,78061,22.0,115.0
34734,50628,34145c,115.0,0.0
648,40834,75101,13.8,115.0
5750,35308,79618,6.9,138.0
3554,34244,77658,4.16,115.0
15546,20817,1133b,115.0,69.0
4446,31421,78484,4.16,100.0
62293,62250,6704a,230.0,230.0
15389,17414,2661,100.0,100.0
18806,18807,41580b,115.0,115.0
32196,62581,50966,161.0,161.0
59526,59525,59442,115.0,115.0
41450,51903,9604a,230.0,100.0
10972,10973,39514b,115.0,115.0
49120,48137,53980b,115.0,115.0
8730,29109,82135c,6.9,115.0
39621,50692,31505b,69.0,69.0
3661,13040,77754,6.9,138.0
45520,45546,32462d,115.0,0.0
29879,14687,48118b,69.0,161.0
53983,53967,55106e,138.0,138.0
19086,41538,27012,69.0,0.0
20348,20349,30473b,115.0,115.0
50469,50455,37134b,69.0,69.0
22129,25074,3144b,138.0,120.0
53458,53460,37411c,115.0,69.0
57985,57974,55556,230.0,69.0
30482,30458,18322b,115.0,230.0
50111,50103,6370d,115.0,115.0
53939,53938,55134,138.0,138.0
10921,10952,39322b,115.0,115.0
13067,13065,14817c,69.0,115.0
7371,50596,81015,4.16,115.0
38760,36896,16206c,161.0,115.0
191,49403,74711c,6.9,66.0
18158,39910,10776a,161.0,161.0
1984,63112,76275,6.9,138.0
41947,50093,13649a,100.0,115.0
17978,17977,33638a,115.0,115.0
29927,29928,8679b,0.0,0.0
34472,34473,37698c,138.0,138.0
41950,34389,2863a,115.0,115.0
59640,59641,56136a,69.0,69.0
11602,11647,18413d,69.0,69.0
19471,19476,40527,34.5,138.0
32404,17681,15094,69.0,138.0
21254,30076,32487c,0.0,69.0
30093,30092,5307c,115.0,0.0
22420,21745,36839a,69.0,115.0
54727,54711,54577,69.0,69.0
44016,45698,16331b,230.0,115.0
9162,27252,45119d,115.0,161.0
16126,45056,47440d,138.0,69.0
30228,20361,48889b,115.0,115.0
65168,65059,57368a,69.0,230.0
36088,36092,23259,230.0,115.0
26688,26681,49520b,115.0,115.0
38288,9259,452b,138.0,138.0
2850,64212,77013,6.9,115.0
25898,26037,10089,0.0,69.0
30547,30562,39131b,161.0,161.0
6261,48894,80058,4.16,66.0
1612,34714,75960,6.9,138.0
17595,17596,16050d,69.0,230.0
65711,65712,54062b,115.0,500.0
24973,20916,18392b,69.0,115.0
42091,42093,6887c,69.0,69.0
9890,9887,3837a,69.0,115.0
11905,11904,45043,69.0,115.0
18106,18274,31996f,115.0,345.0
1796,10808,76122,22.0,345.0
65455,65504,54545,69.0,69.0
21570,16850,36653g,100.0,161.0
4920,28846,78902,4.16,69.0
28786,28787,18999,69.0,69.0
53574,53593,29506a,230.0,230.0
58913,58918,54768,115.0,115.0
64677,64678,60651,69.0,69.0
42475,45314,5524a,115.0,500.0
19361,19362,3852b,69.0,69.0
10583,10601,35979d,230.0,161.0
29968,29978,4925c,138.0,115.0
43739,43722,497,115.0,100.0
43753,43774,44538a,69.0,69.0
34480,52458,40682a,230.0,115.0
51010,51011,210d,115.0,115.0
4076,46039,78149a,6.9,230.0
4908,49060,78890,4.16,60.0
58598,58599,59709a,230.0,230.0
27628,27629,29217c,69.0,115.0
6943,20310,80641,4.16,69.0
25390,41479,24796b,115.0,115.0
9957,9958,51959c,115.0,115.0
37915,37913,50742a,115.0,69.0
16307,16306,24548,230.0,69.0
32051,9426,28021d,230.0,115.0
465,58192,74963,6.9,69.0
60020,60022,58332a,114.0,114.0
9247,9275,34237,115.0,69.0
42393,36012,11644a,138.0,115.0
61669,61678,56675,0.0,115.0
23797,24042,13473a,230.0,115.0
27801,27771,31597b,115.0,115.0
59533,59511,56195,69.0,115.0
5997,27784,79831,6.9,161.0
42894,42893,30249a,69.0,115.0
26039,22771,38142,115.0,69.0
455,61421,74954,6.9,230.0
32789,32790,10065b,69.0,69.0
27390,62539,22656b,345.0,138.0
43305,43266,41515a,230.0,345.0
24833,50382,33986a,115.0,69.0
4982,35026,78958,4.16,69.0
41616,41620,10252b,0.0,0.0
25804,25805,46340a,69.0,69.0
49952,49975,28805e,100.0,230.0
37494,37493,34703,115.0,115.0
54768,54769,58264b,115.0,69.0
33266,33265,18553b,115.0,115.0
60943,60925,54475,230.0,230.0
54672,54670,56441a,69.0,69.0
64,47276,74594,13.8,230.0
60130,60131,54574a,69.0,69.0
54532,54530,59165f,46.0,345.0
22720,22721,34827b,0.0,115.0
61637,61638,56596b,115.0,115.0
61933,61934,24185j,161.0,161.0
63706,63707,58349a,69.0,69.0
5442,47089,79340,4.16,500.0
1668,53234,76014b,22.0,138.0
20380,20337,7091f,345.0,115.0
18803,18804,50229c,115.0,115.0
3425,15956,77549,4.16,69.0
16171,16172,30880a,138.0,138.0
21319,42053,41133b,138.0,345.0
52674,52681,10947,0.0,138.0
8367,11293,81836,6.9,345.0
64782,64783,59997b,230.0,0.0
17226,22080,52004c,100.0,100.0
9554,28379,14432a,115.0,115.0
27333,27334,49560a,115.0,115.0
3498,12947,77611b,6.9,69.0
5867,50830,79716,0.69,138.0
5600,15415,79480,4.16,115.0
17978,17979,31841b,115.0,115.0
5348,61246,79265,4.16,69.0
40642,40275,4323a,115.0,115.0
11499,11581,2149a,69.0,69.0
41138,53760,3708,161.0,161.0
4257,9000,78315,4.16,69.0
60790,60788,56501b,0.0,0.0
61970,61940,38499b,138.0,115.0
17236,17237,41941f,138.0,230.0
54304,54306,53662a,46.0,46.0
34538,19532,43033d,138.0,138.0
43601,14181,5018a,69.0,115.0
19517,33996,36071c,161.0,161.0
21017,22860,40654b,161.0,161.0
18783,18761,8428b,230.0,138.0
59660,59764,54915a,115.0,115.0
2874,56081,77037,4.16,115.0
61332,61330,58220,69.0,138.0
18120,29482,50139d,138.0,500.0
26427,26394,14952a,230.0,230.0
36790,52250,23271,115.0,161.0
871,13620,75289,13.8,115.0
19488,23647,1769,69.0,500.0
7068,39366,80741b,4.16,230.0
20588,12573,22028,69.0,69.0
15060,44108,35830,345.0,345.0
9886,9885,8757a,0.0,0.0
31218,31216,26137b,115.0,230.0
17063,21865,38341a,161.0,161.0
22096,13134,14041b,115.0,230.0
6402,18547,80176,4.16,161.0
9316,44114,13224b,345.0,345.0
10406,10370,3258b,69.0,230.0
27632,27631,20364,69.0,0.0
8280,11403,81786,4.16,115.0
14448,52033,8088,230.0,161.0
9133,13466,22468c,138.0,138.0
27007,27006,48223a,115.0,115.0
52455,52456,19780c,100.0,100.0
45599,45600,38766b,0.0,0.0
1459,31741,75826,6.9,115.0
43023,43024,19690,69.0,69.0
4836,62983,78831,22.0,138.0
50456,50469,27432a,69.0,69.0
41998,50124,50692a,115.0,115.0
11401,11422,41422c,230.0,230.0
10432,10430,22950,115.0,0.0
42532,35350,39244d,345.0,69.0
19945,35252,5786b,138.0,69.0
64345,64444,59597,115.0,115.0
54762,54768,58265a,69.0,115.0
19739,19754,27667,69.0,230.0
58802,58826,54388,115.0,69.0
39694,61963,7918,115.0,138.0
39555,39556,1562b,115.0,115.0
63981,64002,54420,69.0,69.0
39412,39413,35783,138.0,69.0
29908,29905,23399a,115.0,115.0
50343,24475,37555,115.0,115.0
4980,57350,78956,4.16,138.0
54448,54449,57818,230.0,138.0
3722,27620,77811,13.8,230.0
45806,45807,33296b,161.0,69.0
59298,59299,59650b,0.0,0.0
30836,19579,18613,115.0,115.0
32455,32454,12715,0.0,0.0
24456,14156,27740a,69.0,230.0
20583,20584,25246b,230.0,230.0
16090,16072,29121b,115.0,115.0
39622,50703,18914a,100.0,100.0
20388,20387,40071a,115.0,115.0
40338,53790,15901,138.0,115.0
15119,17021,40686c,161.0,345.0
54765,54782,58275b,12.0,12.0
18105,20880,14666a,69.0,115.0
29713,29714,22992c,69.0,69.0
22916,28408,49315a,69.0,115.0
45022,45028,4284f,138.0,138.0
18207,18206,20703a,34.5,34.5
17720,27264,41065c,138.0,69.0
52667,52666,5826,0.0,0.0
9080,9052,1014b,115.0,115.0
44026,44027,5767c,138.0,138.0
373,50876,74882b,22.0,230.0
9221,39893,37675a,34.5,34.5
4604,46222,78627,6.9,230.0
40769,40770,30172b,138.0,138.0
19947,25363,37895b,230.0,0.0
28160,28136,38820a,138.0,0.0
20365,20366,40380e,138.0,115.0
53343,45696,14545,69.0,230.0
18551,18550,43252a,115.0,115.0
27576,9470,5765,0.0,0.0
36116,36077,17718a,230.0,230.0
31475,31480,14528a,100.0,161.0
64595,64657,54427,69.0,115.0
41451,51903,44515b,100.0,100.0
59157,59154,59640,0.0,46.0
25293,43868,28280,345.0,69.0
42093,28624,25262a,69.0,69.0
28841,32868,40799,69.0,0.0
33714,33693,8779,115.0,138.0
52223,52177,41391b,345.0,345.0
29993,30099,46353,115.0,69.0
19853,19876,20885b,138.0,345.0
13588,13590,708b,138.0,138.0
44531,36525,10194a,138.0,138.0
51958,37535,2992,69.0,115.0
59116,59119,59643,46.0,46.0
5956,12489,79793,6.9,115.0
44001,44002,22057c,100.0,100.0
42420,42421,31621b,69.0,69.0
24370,24371,40630a,161.0,161.0
6914,38393,80616,4.16,69.0
3,19798,74556,13.8,115.0
6399,18393,80174,4.16,100.0
54382,54383,59413a,0.0,46.0
43334,43349,3169a,161.0,0.0
7564,26319,81194,0.69,69.0
9778,9777,9119a,0.0,115.0
16628,12663,24443,138.0,0.0
39729,39730,35084a,115.0,115.0
544,61783,75028,22.0,161.0
50665,50681,41109,115.0,115.0
51129,51086,34400c,69.0,0.0
31979,31995,43436b,138.0,138.0
36267,61926,46846b,161.0,69.0
58073,58025,56225a,230.0,69.0
53972,53971,57275a,0.0,0.0
50425,14269,38706d,230.0,138.0
21401,21400,17781b,100.0,230.0
14481,14496,13570,0.0,0.0
60058,60059,60073d,69.0,115.0
4320,54650,78373,4.16,69.0
28561,39087,43682a,0.0,138.0
53298,53356,22264a,115.0,100.0
37428,37427,12816b,115.0,115.0
42060,42061,31434b,230.0,230.0
51237,51239,9006,0.0,69.0
22602,22606,42682,90.0,138.0
24574,24580,38018a,230.0,69.0
33640,33666,10213a,138.0,138.0
2689,63104,76869,6.9,138.0
35403,35420,42868a,230.0,0.0
60950,60865,56477a,115.0,115.0
51305,51303,6996b,230.0,230.0
15326,15335,14824b,230.0,138.0
8589,33815,82018b,0.69,115.0
61863,23853,40233b,115.0,115.0
27776,9591,33574a,115.0,115.0
43821,26879,34974,69.0,230.0
10256,10259,11969a,230.0,230.0
21871,21872,21192f,115.0,115.0
33091,33101,37260b,115.0,115.0
27031,27072,1059a,69.0,115.0
30564,30563,10957,0.0,0.0
13048,18680,48882a,230.0,230.0
25599,25598,5520c,0.0,0.0
325,59373,74836a,6.9,115.0
11084,11055,30747b,115.0,115.0
50017,50032,21728a,100.0,100.0
7653,28948,81268,4.16,69.0
7471,49225,81109,4.16,70.0
14215,14213,9129b,115.0,115.0
50107,50104,45852a,0.0,0.0
5286,27886,79215,4.16,69.0
36267,61926,31042b,161.0,69.0
59710,59711,56113d,115.0,69.0
13666,13675,18405a,69.0,69.0
19660,19661,3860a,69.0,0.0
32009,62434,42032,69.0,69.0
40663,37102,45333c,230.0,69.0
20965,20966,37532,230.0,161.0
31921,31942,35778c,161.0,161.0
25841,25842,22230,138.0,345.0
1409,29383,75777c,6.9,115.0
20381,20382,12795a,115.0,115.0
4276,33343,78332,6.9,69.0
31762,31775,39607b,230.0,115.0
5412,46986,79317,4.16,500.0
38615,45384,947a,345.0,345.0
6903,37270,80609,4.16,345.0
43329,43348,42074,0.0,230.0
19199,52637,25142a,230.0,230.0
3796,47051,77879b,6.9,92.0
42576,42575,30567e,138.0,138.0
53594,53593,33143c,115.0,230.0
34683,52251,7892c,100.0,115.0
9400,32747,28510d,138.0,138.0
17269,17293,11209b,138.0,138.0
21360,21361,10473b,230.0,138.0
51710,51716,27026g,115.0,115.0
25565,25564,21513b,138.0,115.0
27339,30324,23479,230.0,100.0
4902,15505,78885,4.16,115.0
12431,17595,47937f,69.0,69.0
51816,51822,16368,0.0,0.0
34149,34150,26465c,138.0,69.0
59368,59345,54860,115.0,138.0
6289,39116,80083,0.69,230.0
50898,50900,2629b,115.0,115.0
25654,18064,36564d,69.0,161.0
39762,53769,11676a,115.0,161.0
22191,10713,2360,69.0,69.0
34911,34913,17799a,69.0,69.0
21498,12587,42907b,161.0,69.0
53820,53724,48246a,69.0,138.0
25589,25590,20235a,69.0,69.0
13815,25028,13a,115.0,115.0
18993,18964,6364b,115.0,115.0
53964,53969,57274a,69.0,0.0
34725,51638,35629d,230.0,500.0
50032,50072,11516,100.0,100.0
60879,60878,54515,66.0,46.0
44136,44137,19883c,115.0,115.0
12485,17826,24280a,138.0,100.0
42322,45415,5965b,100.0,115.0
60054,60055,60082d,115.0,69.0
13790,21952,30059,138.0,115.0
26169,26170,16582c,69.0,69.0
29856,29857,34979f,115.0,115.0
11246,11278,35641a,69.0,115.0
17246,13701,19398b,138.0,345.0
17863,17864,10884c,115.0,230.0
24799,52733,21055c,69.0,69.0
39634,39633,48426a,138.0,161.0
16832,16833,13480b,138.0,230.0
20661,20627,38402a,138.0,138.0
50847,32207,49051b,69.0,138.0
11019,16101,26059b,115.0,115.0
9102,9053,39259,138.0,138.0
13406,30437,18282a,230.0,230.0
11057,11080,16619a,115.0,115.0
17076,8908,11352b,138.0,138.0
17976,29878,28734e,115.0,161.0
24976,24977,7078,0.0,0.0
13748,25081,5761,0.0,69.0
29941,29942,35727b,115.0,115.0
64992,65005,57455b,0.0,115.0
7357,59255,81001,4.16,46.0
61638,61639,56610c,115.0,115.0
17022,17023,38645e,161.0,115.0
3147,46422,77286,4.16,230.0
52252,36797,1410g,230.0,100.0
9350,34890,20821b,230.0,69.0
17684,32779,17053a,0.0,138.0
20483,20520,31030a,69.0,100.0
60178,60179,58293a,69.0,69.0
16208,16230,29737d,345.0,115.0
7335,18403,80981,4.16,345.0
36141,36143,40107c,115.0,161.0
65627,65630,61047,230.0,115.0
31212,50557,25148b,230.0,138.0
53495,39466,29389b,100.0,100.0
59092,59131,55155a,345.0,345.0
9563,9564,13922e,345.0,345.0
9668,27988,26441,69.0,230.0
